label,youtube_id,time_start,time_end,split
shooting goal (soccer),-x9S0u1P6KY,160,170,validate
eating watermelon,-xA_1WuydMU,0,10,validate
making sushi,-xg5mnJy1mA,2,12,validate
cutting nails,-xk2Ym2NwSs,11,21,validate
building cabinet,-xouHTgezWE,1,11,validate
pushing cart,-yBv6i44XAE,32,42,validate
snowkiting,-yEW1Xvb82w,64,74,validate
playing squash or racquetball,-yUM3WwKQHM,32,42,validate
driving car,-yoInW_REsc,36,46,validate
flipping pancake,-yv8c2CDbR8,4,14,validate
hurdling,-zA6BKg9ni4,1,11,validate
playing saxophone,-zpKHNrNsn4,226,236,validate
snowkiting,0-H_tyg7F14,82,92,validate
cutting watermelon,0-NbSopwDlk,94,104,validate
spray painting,0-NiXohf8vM,112,122,validate
clean and jerk,0-P_FPa2820,6,16,validate
tap dancing,0-b4M8jssX8,86,96,validate
dodgeball,0-pmhSYTdI0,48,58,validate
clapping,00U9x58IraQ,7,17,validate
biking through snow,00cwEcZZcu4,3,13,validate
situp,018EClOtVTM,35,45,validate
pushing wheelchair,01BFInmg3Zs,1,11,validate
high jump,01fAWEHzudA,2,12,validate
building cabinet,02EEyBC8aac,31,41,validate
playing cards,02K4QYwUR6k,112,122,validate
holding snake,02L6JyleSLE,313,323,validate
garbage collecting,02hk_9H_5hQ,105,115,validate
surfing crowd,031AhY-44lw,3,13,validate
exercising with an exercise ball,03KH2wOyiVw,26,36,validate
presenting weather forecast,03dk7mneDU0,137,147,validate
milking cow,03kVLyOhRw4,5,15,validate
hurling (sport),04LMpZuQmEM,23,33,validate
braiding hair,04aY8TpMxVM,1,11,validate
building shed,04fFektD3CQ,397,407,validate
kitesurfing,04g2ZAlBqzc,67,77,validate
arranging flowers,04jTKnOYrZw,76,86,validate
playing tennis,04qp3eQSmJc,106,116,validate
triple jump,05DTHPMVt_I,5,15,validate
bobsledding,05DTqECiJtI,223,233,validate
planting trees,05FnxqVf05w,110,120,validate
making tea,05P1B4urnF4,84,94,validate
cleaning windows,05PM1aBrb2g,38,48,validate
massaging back,05lCjHF7sg4,96,106,validate
springboard diving,067bPEpLkys,154,164,validate
massaging person's head,069xevwEijs,494,504,validate
drinking,06A7IVDdaXo,91,101,validate
baking cookies,06HBsMpx9SM,12,22,validate
sign language interpreting,06IRoSKPlFM,175,185,validate
washing hair,06oD__bFxOQ,11,21,validate
hopscotch,06zuUMKaa88,7,17,validate
throwing ball,075Sp8SBR98,0,10,validate
playing harmonica,075wmEyfcUw,25,35,validate
cleaning pool,07JKxkp6TF8,27,37,validate
weaving basket,07YX_GR_cEE,894,904,validate
flying kite,07xOT83TIG4,40,50,validate
golf driving,08Exugf5OvU,47,57,validate
barbequing,08csZOkVKCc,27,37,validate
kicking soccer ball,08exh0TpOlM,41,51,validate
doing nails,08qD_jd4qLY,66,76,validate
busking,09ZMT8HT0DA,30,40,validate
kicking soccer ball,0A7w3A7444M,10,20,validate
shoveling snow,0AFL0KtXKRg,97,107,validate
making a cake,0AGn9PM_7xg,85,95,validate
punching bag,0AZwSqSgCcc,1,11,validate
wrapping present,0AkA2Ru9qG0,485,495,validate
changing wheel,0BhVDzsdGUM,28,38,validate
cleaning toilet,0Bx8X5h5I5I,61,71,validate
kicking soccer ball,0C6viKYd1B4,51,61,validate
playing monopoly,0CDEub034JA,41,51,validate
trimming or shaving beard,0CFcWn6lHv0,2,12,validate
applauding,0CLLZNQN9aI,32,42,validate
long jump,0CViJao5YLY,4,14,validate
bending metal,0CcZv2sSMfs,91,101,validate
assembling computer,0Cegwffz0Ck,487,497,validate
cutting pineapple,0D2YY8fs0ok,73,83,validate
sled dog racing,0DXBrjeoaic,57,67,validate
springboard diving,0DepKWU6h7s,3034,3044,validate
picking fruit,0DtaFHAH_bY,0,10,validate
opening bottle,0E85GLeQgas,0,10,validate
massaging legs,0EJXIQ1ltjo,13,23,validate
playing guitar,0ELymxVtE0g,56,66,validate
playing violin,0EQTWTLZfGM,37,47,validate
bookbinding,0Ec2-bgw3Bw,569,579,validate
shaking head,0FZNQa_EWBE,30,40,validate
hitting baseball,0Fet8TyoNR4,7,17,validate
stretching leg,0FuzEH6Eg90,17,27,validate
eating watermelon,0G2A0x2-vf4,40,50,validate
hula hooping,0GCBMmyqa7Q,2,12,validate
belly dancing,0GJDwzYw7wo,3,13,validate
playing bass guitar,0GWr1EV6ZuY,106,116,validate
weaving basket,0GqiiCEunbw,41,51,validate
windsurfing,0H3dSeJ58Hc,9,19,validate
zumba,0H5mnFcm2Kg,17,27,validate
doing laundry,0HN9Iz8MoYU,6,16,validate
spraying,0HydDezkSU0,18,28,validate
bandaging,0IPSrG2K83M,0,10,validate
drinking,0JFH2o8xhOc,13,23,validate
cooking on campfire,0JPeyGdYWkg,171,181,validate
crying,0Je9lZCyNgk,16,26,validate
shining shoes,0JhTo3GmW4A,25,35,validate
driving tractor,0Jued9V5zNk,13,23,validate
trimming trees,0JvJreVLjvc,132,142,validate
playing monopoly,0JwDKN8yiC4,2,12,validate
bending metal,0JzTdkdyXIQ,54,64,validate
milking cow,0K8QJJJ6qwM,17,27,validate
roller skating,0KMwj0US2dE,151,161,validate
presenting weather forecast,0KRZpDL6rWQ,176,186,validate
making snowman,0KU0nzwWa0g,110,120,validate
playing monopoly,0KaLGwQ6FjM,27,37,validate
singing,0L44b3HExVA,31,41,validate
canoeing or kayaking,0L4kvkUfs1U,265,275,validate
eating ice cream,0L8ZcrRtFxI,1103,1113,validate
tying tie,0LFcgiJKZUw,63,73,validate
reading newspaper,0LH6n81tyds,10,20,validate
laying bricks,0LPPXRmZV8g,103,113,validate
somersaulting,0Lx_B0Xg3kU,7,17,validate
bee keeping,0M1SkaJJcV0,191,201,validate
shooting basketball,0MG3pzym-G8,2,12,validate
faceplanting,0MJ9Rk0k92Q,0,10,validate
playing harmonica,0MPv9HqB_Ww,8,18,validate
shredding paper,0N3bmU-kCPI,64,74,validate
reading newspaper,0NZewzomYbA,0,10,validate
swimming breast stroke,0NmDAeOWzZQ,4,14,validate
surfing water,0Nr7AVRWCSo,42,52,validate
unboxing,0OGDlNNH14Y,19,29,validate
hockey stop,0Or4d0SDLLo,9,19,validate
changing wheel,0PAZuNazXY0,106,116,validate
sanding floor,0PG6yWc1Dhc,2,12,validate
playing bass guitar,0Pdt1UFwVn4,371,381,validate
garbage collecting,0Pg-veCh7P4,503,513,validate
eating chips,0Pu0PLVQod4,28,38,validate
crossing river,0Pv1zA8r9DE,2,12,validate
flying kite,0QH8uFjXiW4,3,13,validate
making sushi,0QMWax-6Slg,35,45,validate
skateboarding,0QOoTTe7cZc,228,238,validate
catching fish,0QQv6m9evuY,4,14,validate
playing kickball,0QU1CMeczKs,357,367,validate
headbanging,0QpBzgw3Nd0,0,10,validate
tai chi,0R2cfQOeBtI,54,64,validate
folding paper,0R_34yUPoTc,66,76,validate
tossing salad,0RnlrsxG1hY,2,12,validate
jogging,0S8erRQSUZs,93,103,validate
making snowman,0SDk813UzEo,43,53,validate
playing guitar,0SDy6ZObNdE,415,425,validate
sanding floor,0SPNHAMUNRg,237,247,validate
skiing slalom,0SmOlvfSzoI,95,105,validate
bending back,0SuAwpjkU0c,7,17,validate
cleaning shoes,0TPxcKUNxbA,68,78,validate
eating chips,0TXqmNiNQ5o,22,32,validate
canoeing or kayaking,0V61r7VFl9E,179,189,validate
swimming backstroke,0VQwA3RcI7M,16,26,validate
tickling,0W5txkjHWLQ,59,69,validate
blowing nose,0WOMnirXVsM,3,13,validate
busking,0W_gaY5c5RU,102,112,validate
dribbling basketball,0XHT4ID7Wkk,4,14,validate
finger snapping,0Xt8zQ_UPq8,26,36,validate
extinguishing fire,0YCh9cXD5VY,181,191,validate
playing violin,0YqLJjXmU0I,560,570,validate
decorating the christmas tree,0Z6xjpPKXSo,7,17,validate
writing,0ZPQl5QUvo0,202,212,validate
snowboarding,0ZYTt4o2amM,161,171,validate
catching or throwing frisbee,0ZmrdX0DFMA,169,179,validate
washing feet,0_T8Jz14vuA,219,229,validate
playing keyboard,0_VIUYS5b1E,43,53,validate
snorkeling,0_VY2tpUC_E,214,224,validate
vault,0_obbLl1Zyg,35,45,validate
skiing (not slalom or crosscountry),0a8T8M0gt20,314,324,validate
playing didgeridoo,0aAhM7nyEmM,21,31,validate
cleaning floor,0aepX3PJqzw,2,12,validate
playing clarinet,0aqVBIiRZAE,135,145,validate
playing cello,0bEOq_gmJMg,211,221,validate
playing badminton,0bEpU86Cru4,612,622,validate
shuffling cards,0bP8gJOcxTY,99,109,validate
playing saxophone,0bSgWa4ldr0,401,411,validate
shaving legs,0brGLuDMUmk,5,15,validate
applying cream,0cONsRVrLbU,23,33,validate
dancing gangnam style,0cRSaP17TDU,25,35,validate
shot put,0chik_yq4uA,77,87,validate
washing dishes,0cmTn-iNFXg,19,29,validate
peeling potatoes,0ctdGZygYeU,1,11,validate
hopscotch,0czMtGZa7mk,8,18,validate
catching or throwing baseball,0d2XdZRy2fc,3,13,validate
carving pumpkin,0d5TkclKWVA,182,192,validate
making a sandwich,0dUkWf8gBkU,345,355,validate
washing hair,0dwPQPV3iYQ,39,49,validate
welding,0egFLk5ZGIc,12,22,validate
tap dancing,0f0sVob1QHU,42,52,validate
doing aerobics,0f4-7AL8Fdk,131,141,validate
biking through snow,0f9lGSRkiiQ,0,10,validate
eating ice cream,0fCDlKYkRxc,81,91,validate
drinking shots,0fmNdKx4cdI,3,13,validate
dining,0fp_LpMTbfg,170,180,validate
water sliding,0gOHyvFDXGg,310,320,validate
laughing,0gR5FP7HpZ4,24,34,validate
springboard diving,0gRPFGoC_zA,10,20,validate
drinking beer,0g_xR5lmUsY,1,11,validate
playing cello,0gaRGt1Ppqg,861,871,validate
bobsledding,0gevNPaaqfI,4,14,validate
finger snapping,0hR6cYHJGyU,43,53,validate
swimming breast stroke,0hVtX45KhS8,75,85,validate
tasting food,0hZBaym-z8M,174,184,validate
answering questions,0htNc0u9TDk,0,10,validate
flying kite,0huAN2gC6Pc,143,153,validate
snowboarding,0i5IfU3yOxg,1259,1269,validate
crossing river,0iDnfVQKuAY,161,171,validate
pushing car,0iG-C9KGuEk,2,12,validate
cartwheeling,0iSjGako8Sg,12,22,validate
massaging legs,0iwGDbsDIkw,435,445,validate
feeding fish,0jg1cEhzFL4,83,93,validate
gargling,0jpK6zhdxjo,18,28,validate
shaving head,0kvnU7LSEt8,19,29,validate
catching or throwing softball,0l74QJmidNw,16,26,validate
skiing (not slalom or crosscountry),0lCWhhGesNI,55,65,validate
catching or throwing frisbee,0lO-ekw5nI4,33,43,validate
trimming or shaving beard,0lekQBvudmM,8,18,validate
riding mountain bike,0lkvs1QUcjI,64,74,validate
canoeing or kayaking,0lqKvDiwZDc,171,181,validate
giving or receiving award,0lya888dgZ0,565,575,validate
feeding goats,0mF342HNPTE,34,44,validate
massaging person's head,0mRnNY9kcCQ,8,18,validate
setting table,0mX7eiHEiP8,3,13,validate
swinging on something,0mcjJ35IlsQ,0,10,validate
canoeing or kayaking,0miLHsKXUkU,200,210,validate
frying vegetables,0nUPTYMEcbI,89,99,validate
grooming horse,0nk5QJHNanE,49,59,validate
ski jumping,0oI69UuxnJw,34,44,validate
massaging person's head,0oIJWn9IUwM,205,215,validate
high jump,0oL36GHlSXw,22,32,validate
dining,0pEjYh3BF1o,232,242,validate
eating cake,0pQACKjlllc,2,12,validate
climbing a rope,0pVGiAU6XEA,11,21,validate
massaging person's head,0pcIhYNEc88,566,576,validate
bouncing on trampoline,0peuHPypzu8,26,36,validate
riding elephant,0pi94mAZXAU,0,10,validate
opening bottle,0q9KxPP30V8,7,17,validate
scrambling eggs,0qRzxa4Ny5c,17,27,validate
drop kicking,0qWpaHLpwpU,3,13,validate
playing clarinet,0qb7N_CyrcM,884,894,validate
eating ice cream,0qxkk9oBOW8,115,125,validate
cutting nails,0r7kaVVXPbE,25,35,validate
push up,0rKdvMAQWGs,12,22,validate
dancing charleston,0rhk4HYpN64,304,314,validate
playing chess,0rnJX3pe3nY,11,21,validate
knitting,0sCQN5HFoAc,39,49,validate
shooting basketball,0sCSK1Ox5Ts,46,56,validate
snatch weight lifting,0sCSuIjW-GE,18,28,validate
somersaulting,0sLopr9zuMc,9,19,validate
trimming trees,0sNKmQJkjTk,40,50,validate
tossing coin,0scErPni0sE,0,10,validate
playing harmonica,0skuNPhX44s,35,45,validate
riding unicycle,0tHJCi6G4S4,153,163,validate
climbing a rope,0tIJZogdc9U,22,32,validate
waxing chest,0tYRSpnUusM,141,151,validate
brushing teeth,0tlGOxUQ0Kw,74,84,validate
surfing water,0tlSAcpc7_o,229,239,validate
golf driving,0u4c8Cel91U,41,51,validate
dancing gangnam style,0uGdiI1Rz_8,0,10,validate
jogging,0uSu_3yu_44,12,22,validate
hurdling,0uXd4qQfICw,26,36,validate
knitting,0uh3HP895OA,27,37,validate
braiding hair,0uswr636GWs,57,67,validate
riding scooter,0uxtqCy2nUI,8,18,validate
gargling,0vArIdzT4K4,296,306,validate
lunge,0vBNG4HtmAE,4,14,validate
pull ups,0vMCq_b2nFo,19,29,validate
tango dancing,0vlyI0pEXRs,7,17,validate
making tea,0voA_wcP0YM,2,12,validate
making snowman,0w9GRYh8OIU,92,102,validate
yoga,0wHOYxjRmlw,41,51,validate
waxing legs,0wK9fOQWsRk,22,32,validate
abseiling,0wR5jVB-WPk,417,427,validate
exercising arm,0wZpjStZtUY,1,11,validate
riding mule,0x6wV-RDB4A,17,27,validate
scuba diving,0xAB67W5GS4,969,979,validate
bee keeping,0xS32LBYiWA,32,42,validate
riding mule,0xTPF7ePX5c,74,84,validate
motorcycling,0xwWJV2SvQc,371,381,validate
motorcycling,0y-EvGrP63s,378,388,validate
shaving head,0y9jAiuCu78,73,83,validate
playing paintball,0yFhVek_5VY,9,19,validate
flying kite,0yNXOIqJLtA,12,22,validate
smoking,0y_OCH1FnSU,0,10,validate
crossing river,0ybnpf_KSwg,89,99,validate
playing accordion,0yyodmE6cGg,463,473,validate
waxing back,0zKzCuulC4g,88,98,validate
belly dancing,0zLBRmW4XIM,89,99,validate
pushing car,0zLwI2npV9I,0,10,validate
ice fishing,0zMVDwEJvBo,61,71,validate
hurdling,0zMcxFK-LrM,13,23,validate
playing basketball,0zTKKv_g0CY,223,233,validate
decorating the christmas tree,0zbsWDsctMM,80,90,validate
folding napkins,0zeq-hN8X-U,112,122,validate
drinking beer,0zqYys-yDg0,3,13,validate
skateboarding,1-ADfUeItAU,362,372,validate
making jewelry,1-Gu8XdbVl8,71,81,validate
climbing tree,1-Ib4KHQG_o,51,61,validate
riding mule,1-OPqL8i6Dg,1,11,validate
vault,1-Y-PFp3u04,2,12,validate
stretching leg,1-h15Oze73U,379,389,validate
eating burger,1-o0dctUmb4,7,17,validate
bartending,1-qCqfG-iMg,40,50,validate
belly dancing,10DaYl4acVI,346,356,validate
spraying,10NuAFFKPxc,18,28,validate
riding elephant,10Y4hC9XIa0,10,20,validate
surfing crowd,10x6DG8XGQo,9,19,validate
petting animal (not cat),1168w8ZwiVk,2,12,validate
ice skating,11KCs9EekNo,1,11,validate
shooting basketball,11OkSd-ln9c,493,503,validate
playing ukulele,11mwp0SbeWI,53,63,validate
scrambling eggs,11oYcNY_5Po,289,299,validate
contact juggling,129AqkjaR1Y,0,10,validate
swimming butterfly stroke,12Gxs1v_hfk,1,11,validate
setting table,12cxfnsBfjA,17,27,validate
doing nails,13fE7GvQFvk,269,279,validate
wrestling,14-8ECXgd6A,136,146,validate
catching or throwing softball,14TXmFXcnBY,28,38,validate
garbage collecting,14faxKXXTI8,42,52,validate
sweeping floor,14uPQTd0ctc,9,19,validate
plastering,15Bdq-oFfGw,33,43,validate
drinking,15FiZ48tTUU,45,55,validate
cheerleading,15KsrKdmFAY,450,460,validate
stretching arm,169VArids5E,21,31,validate
jetskiing,16LvYLTlYU4,148,158,validate
eating spaghetti,16PMCXn0VXg,26,36,validate
riding mechanical bull,16iXKmhZ-ko,39,49,validate
waxing chest,16nvBqBrrL0,25,35,validate
cutting nails,16oBOWKMwOk,333,343,validate
giving or receiving award,18GDi4O5VXA,5,15,validate
gymnastics tumbling,18aXcmDFGIk,7,17,validate
water skiing,19Hfe_y5P8U,15,25,validate
scrambling eggs,19mfiQcpTh8,25,35,validate
kicking field goal,19zOVnkSOeM,0,10,validate
singing,1AIVH5cEWrI,0,10,validate
cartwheeling,1AlH6EMWtgg,3,13,validate
tying knot (not on a tie),1AxGI4tOVLk,163,173,validate
bending metal,1B7v7KBj8CA,48,58,validate
waiting in line,1BOQ7BWfq-0,28,38,validate
tango dancing,1BTNiR373PM,5,15,validate
gargling,1BY6Or0u680,264,274,validate
jogging,1BZimTjp8CE,1,11,validate
drinking shots,1BkmCXHttEQ,12,22,validate
snowkiting,1C-bs5CKnFk,58,68,validate
changing oil,1C4Q1Xjyeig,102,112,validate
playing kickball,1CI1-cJJoNE,147,157,validate
breading or breadcrumbing,1CjON-2Oqxc,21,31,validate
writing,1CsdGt3DM7g,421,431,validate
opening present,1DAtchstb_4,4,14,validate
tobogganing,1DU_kvG9uZw,2,12,validate
doing nails,1DitEQ5S190,99,109,validate
headbutting,1DoYOzmTSug,7,17,validate
kicking field goal,1DtmA7YAh9U,2,12,validate
feeding goats,1EATaLAG2Dc,24,34,validate
running on treadmill,1ELh09xeRw4,2,12,validate
pushing car,1EVpjfsm0Vc,17,27,validate
folding napkins,1En6j7p8QxE,4,14,validate
assembling computer,1FEcfy-moBM,417,427,validate
trimming or shaving beard,1FTfLtv2uEI,40,50,validate
playing didgeridoo,1F_2D3QYnBI,42,52,validate
riding mule,1Ftber9_LIs,98,108,validate
shredding paper,1G-iF_ldr3A,220,230,validate
riding a bike,1G05xgDNVeM,21,31,validate
feeding birds,1G2zxrAC7Q8,2,12,validate
javelin throw,1G9LS4XXJrU,111,121,validate
making sushi,1GZRAefan9w,114,124,validate
drumming fingers,1GqGiu7E5FQ,60,70,validate
cutting watermelon,1H1bso6CcwI,112,122,validate
tango dancing,1HAFyrfYUVQ,25,35,validate
cooking sausages,1HDx1DeSq6A,136,146,validate
trimming or shaving beard,1HEsa5SjDWQ,171,181,validate
drinking beer,1HIAnxV4c28,88,98,validate
assembling computer,1HTWTWuiIow,68,78,validate
eating ice cream,1HWS43YWRB0,11,21,validate
blowing nose,1Hi5GMotrjs,2,12,validate
picking fruit,1HswxXeJgWM,0,10,validate
frying vegetables,1IDdvXnTI60,123,133,validate
shot put,1IJoge1DbPg,11,21,validate
dribbling basketball,1IKSdJ5Wk4s,33,43,validate
wrapping present,1INSSQgdvuU,261,271,validate
tapping pen,1ITFUe7Bq1k,69,79,validate
feeding fish,1Ir_hvfdzpo,4,14,validate
drinking shots,1J2VbXefjf4,6,16,validate
texting,1JLSdlYKC8U,33,43,validate
flying kite,1K1b8Zphi3U,9,19,validate
snowkiting,1K8ZuRqNnvs,18,28,validate
playing monopoly,1KsJ-NkGhuY,55,65,validate
tying knot (not on a tie),1L2hST8b8S8,1,11,validate
punching bag,1L6K6TwLJl0,63,73,validate
egg hunting,1Ld9WmSz1xc,99,109,validate
water skiing,1Lh9kwQw1QQ,127,137,validate
playing keyboard,1LsJKMM7gc8,2,12,validate
cleaning windows,1M37VLYmSA4,6,16,validate
applying cream,1M7RcHl3hHU,176,186,validate
side kick,1MHVz6_yccQ,136,146,validate
playing cello,1MJFBGPRCow,13,23,validate
passing American football (in game),1Mc6Krmttw0,37,47,validate
snowkiting,1Mgl2fNpEuk,60,70,validate
playing drums,1MhMBG54x2U,8,18,validate
diving cliff,1MmjE51PeIE,15,25,validate
hockey stop,1Ns-sLNy4Ak,18,28,validate
juggling fire,1NurnX9_lzM,32,42,validate
doing nails,1OGfw4ToyiA,97,107,validate
busking,1Ob-133153o,88,98,validate
breakdancing,1OcA0gQFWjM,82,92,validate
punching person (boxing),1OnrPst_Cxs,0,10,validate
waxing chest,1P1UydTdo9A,74,84,validate
playing drums,1Pw02jqAhBM,301,311,validate
riding mechanical bull,1PzUXnZ_Yfs,2,12,validate
golf driving,1Q-E6UW1XE8,11,21,validate
peeling apples,1Q12qpqew5g,28,38,validate
shooting basketball,1QLfHktbKkQ,4,14,validate
golf chipping,1QNmZ23rVzU,1,11,validate
using computer,1QUjZLRpYX8,39,49,validate
petting animal (not cat),1QcJSpmR97Q,16,26,validate
drinking beer,1QgjYkOXvOI,642,652,validate
spraying,1QjPnBq6XLI,136,146,validate
stretching arm,1QkVIAWTskY,31,41,validate
punching bag,1Qt1rnOOxjM,41,51,validate
massaging legs,1RKu6Fsdg54,128,138,validate
springboard diving,1RQStFM8Gfc,0,10,validate
sneezing,1RTQVuK8sHw,0,10,validate
grooming horse,1RYKyKAYZOQ,96,106,validate
squat,1S0f3iBwy4o,4,14,validate
dancing charleston,1SC2nR7b1kc,4,14,validate
grinding meat,1TEvDYivsJw,179,189,validate
skipping rope,1TWdrO8cCxA,36,46,validate
getting a haircut,1TbqMvRphII,10,20,validate
feeding fish,1TehKUav-20,1,11,validate
driving tractor,1TsRyQOyURA,0,10,validate
country line dancing,1TzGn3qcsTk,69,79,validate
kicking soccer ball,1U2kkbM70wo,0,10,validate
shaking head,1U7II3wMFnc,36,46,validate
petting animal (not cat),1ULiB8POsi4,175,185,validate
snowboarding,1UO2RdoUuMI,108,118,validate
tobogganing,1UWjGm15AuE,4,14,validate
feeding fish,1V-YjQsZjeM,10,20,validate
washing hands,1VKeP8xBf_A,28,38,validate
bartending,1VfEeERUGKM,228,238,validate
riding scooter,1Vup5goTOyU,40,50,validate
picking fruit,1W694xfzp6o,36,46,validate
riding scooter,1W774VrdH6w,4,14,validate
bowling,1W7HNDBA4pA,2,12,validate
playing controller,1WDK-6bTREE,311,321,validate
riding camel,1WEhv0Znmaw,9,19,validate
playing clarinet,1W_kOXb5M6U,97,107,validate
pushing cart,1Wl_4v5UmDE,16,26,validate
shearing sheep,1WqYcl4nNCE,21,31,validate
blowing out candles,1X11ZC0IppQ,12,22,validate
catching fish,1Y1EURI2K4Q,392,402,validate
giving or receiving award,1YC-C_5my8k,110,120,validate
breakdancing,1YbLsCfZh6o,4,14,validate
eating ice cream,1YblUCkf6xs,31,41,validate
throwing axe,1YmkhTmmyRc,2,12,validate
hurdling,1ZP9LHPTwwg,12,22,validate
tapping pen,1ZV3JtdYAmg,154,164,validate
picking fruit,1ZWgSgfV_0k,69,79,validate
shooting basketball,1Zb406TQHfk,3,13,validate
brushing teeth,1ZkogIfJNR8,29,39,validate
crawling baby,1_EMlGXYfQs,24,34,validate
playing kickball,1_H3B3WCSXU,350,360,validate
playing volleyball,1_PaDQZHFok,3,13,validate
bouncing on trampoline,1_gV2HtGsWQ,11,21,validate
tobogganing,1a4CY64vDCk,2,12,validate
headbanging,1a6q28yVcBo,40,50,validate
using computer,1aEvgs8pTx0,2,12,validate
contact juggling,1aKtTQB5oC8,28,38,validate
snowmobiling,1a_Zi7bW3g8,6,16,validate
shooting goal (soccer),1anZ-z6XnlU,5,15,validate
flipping pancake,1bLrVWuHby0,4,14,validate
tossing salad,1bihmEt95PI,2012,2022,validate
climbing a rope,1c17xEdMHns,119,129,validate
playing cymbals,1c81KtfYfE8,27,37,validate
juggling balls,1cIrRGn5mmQ,303,313,validate
grinding meat,1cUETMJ8jBM,51,61,validate
baking cookies,1cj3bQAsrdw,464,474,validate
petting animal (not cat),1cq8IBoyCU4,16,26,validate
clapping,1dfVFWG0ezo,18,28,validate
mowing lawn,1dhlHTnoWBw,28,38,validate
dancing gangnam style,1di4dSvCusw,64,74,validate
sharpening knives,1djw4VYHpqQ,109,119,validate
doing aerobics,1dnagHaMaw8,1246,1256,validate
high kick,1e-yLDRbDhE,75,85,validate
waxing legs,1e0GSTtyBYU,0,10,validate
unloading truck,1eT5yiTVajM,261,271,validate
capoeira,1eaYXyj0sTg,36,46,validate
pushing wheelchair,1eitPYFWFIY,45,55,validate
testifying,1ejgHKw8E3Y,58,68,validate
opening present,1f0Nce2SgOE,996,1006,validate
canoeing or kayaking,1f1GgvbqPhU,2,12,validate
scuba diving,1f2bTBmh8FI,45,55,validate
running on treadmill,1f2tC_TVEms,3,13,validate
riding mule,1f5-tFExbC8,194,204,validate
eating watermelon,1fAbI-T2m1o,39,49,validate
shining shoes,1fBqwvl99DQ,9,19,validate
changing oil,1fRqAa7hKVw,114,124,validate
cooking sausages,1fvaCH_Se2Q,428,438,validate
